ICODE,INAME,INAME1,OICODE,FICODE,IGCODE,UNIT,AQTY,QTY,FQTY,FAMT,SCHNO,SCHTYPE,RATE,SRATE,IVAL,IAMT,INVNO,DINVNO,PCODE,NAME,PCODEC,ARCODE,CATCD,DATE,IO,DESC,DBC,NT,TYCODE,DUM_INVNO,USER,CDATE,TIME,VAT,AVAT,PRODID,VATAMT,AVATAMT,DPCODE,PRINTED
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2644,,H0034,,ISLTX,D02,PR,30-03-13,O,,SALE,,VATIC,,TEM,28-03-13,18:12:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/2645,,H0041,,ISLTX,D02,BR,30-03-13,O,,SALE,,VATIC,,TEM,28-03-13,18:12:40,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2646,,H0036,,ISLTX,D02,BR,30-03-13,O,,SALE,,VATIC,,TEM,28-03-13,18:12:46,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2650,,N0007,,ISLTX,N01,CT,30-03-13,O,,SALE,,VATIC,,TEM,30-03-13,13:25:16,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2651,,G0010,,ISLTX,V01,ST,31-03-13,O,,SALE,,VATIC,,TEM,28-03-13,18:38:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2653,,K0013,,ISLTX,P01,,31-03-13,O,,SALE,,VATIC,,TEM,29-03-13,17:44:40,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2656,,J0014,,ISLTX,N01,PR,31-03-13,O,,SALE,,VATIC,,TEM,29-03-13,17:45:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2657,,K0012,,ISLTX,N01,PR,31-03-13,O,,SALE,,VATIC,,TEM,29-03-13,17:45:23,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2658,,R0014,,ISLTX,M01,SS,31-03-13,O,,SALE,,VATIC,,TEM,29-03-13,17:45:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2660,,M0025,,ISLTX,N01,ST,31-03-13,O,,SALE,,VATIC,,TEM,29-03-13,17:49:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2674,,N0009,,ISLTX,D02,PR,31-03-13,O,,SALE,,VATIC,,TEM,03-04-13,09:47:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2675,,H0028,,ISLTX,N01,PR,31-03-13,O,,SALE,,VATIC,,TEM,03-04-13,09:47:19,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2676,,F0009,,ISLTX,M01,PR,31-03-13,O,,SALE,,VATIC,,TEM,03-04-13,09:47:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,8.000,0.000,0.00,,,113.80,,910.40,910.40,TIC/0001,,N0007,,ISLTX,N01,CT,01-04-13,O,,SALE,,VATIC,,TEM,01-04-13,14:56:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0005,,K0012,,ISLTX,N01,PR,01-04-13,O,,SALE,,VATIC,,TEM,01-04-13,18:28:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0006,,H0036,,ISLTX,D02,BR,01-04-13,O,,SALE,,VATIC,,TEM,01-04-13,18:29:36,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/0007,,S0045,,ISLTX,N01,SS,02-04-13,O,,SALE,,VATIC,,TEM,02-04-13,12:20:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0011,,K0014,,ISLTX,N01,KI,02-04-13,O,,SALE,,VATIC,,TEM,02-04-13,16:33:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0015,,R0019,,ISLTX,N01,,03-04-13,O,,SALE,,VATIC,,TEM,03-04-13,09:58:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,8.000,0.000,0.00,,,113.80,,910.40,910.40,TIC/0016,,D0017,,ISLTX,N01,PR,03-04-13,O,,SALE,,VATIC,,TEM,03-04-13,10:07:23,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0042,,D0022,,ISLTX,N01,PR,06-04-13,O,,SALE,,VATIC,,TEM,06-04-13,15:18:07,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0047,,K0012,,ISLTX,N01,PR,06-04-13,O,,SALE,,VATIC,,TEM,06-04-13,15:22:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0049,,J0014,,ISLTX,N01,PR,06-04-13,O,,SALE,,VATIC,,TEM,06-04-13,15:24:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0057,,P0009,,ISLTX,D02,PR,07-04-13,O,,SALE,,VATIC,,TEM,07-04-13,18:14:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0059,,S0044,,ISLTX,,,07-04-13,O,,SALE,,VATIC,,TEM,07-04-13,18:14:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0064,,H0034,,ISLTX,D02,PR,07-04-13,O,,SALE,,VATIC,,TEM,07-04-13,18:15:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,8.000,0.000,0.00,,,113.80,,910.40,910.40,TIC/0066,,N0007,,ISLTX,N01,CT,08-04-13,O,,SALE,,VATIC,,TEM,07-04-13,17:35:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0079,,S0064,,ISLTX,N01,,08-04-13,O,,SALE,,VATIC,,TEM,08-04-13,10:29:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0080,,R0019,,ISLTX,N01,,08-04-13,O,,SALE,,VATIC,,TEM,08-04-13,11:18:34,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0091,,K0013,,ISLTX,P01,,11-04-13,O,,SALE,,VATIC,,TEM,11-04-13,12:41:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/0094,,N0007,,ISLTX,N01,CT,11-04-13,O,,SALE,,VATIC,,TEM,11-04-13,12:53:45,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0095,,K0012,,ISLTX,N01,PR,11-04-13,O,,SALE,,VATIC,,TEM,13-04-13,11:40:28,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0096,,D0017,,ISLTX,N01,PR,11-04-13,O,,SALE,,VATIC,,TEM,11-04-13,12:56:44,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0103,,H0035,,ISLTX,M01,H1,12-04-13,O,,SALE,,VATIC,,TEM,12-04-13,10:36:40,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0110,,J0010,,ISLTX,N01,ST,12-04-13,O,,SALE,,VATIC,,TEM,12-04-13,10:51:10,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0112,,S0064,,ISLTX,N01,,12-04-13,O,,SALE,,VATIC,,TEM,13-04-13,10:46:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0116,,M0022,,ISLTX,N01,ST,13-04-13,O,,SALE,,VATIC,,TEM,12-04-13,20:59:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0117,,K0012,,ISLTX,N01,PR,13-04-13,O,,SALE,,VATIC,,TEM,12-04-13,20:59:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0120,,B0018,,ISLTX,N01,PR,13-04-13,O,,SALE,,VATIC,,TEM,12-04-13,20:58:10,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0123,,L0004,,ISLTX,N01,ST,13-04-13,O,,SALE,,VATIC,,TEM,12-04-13,20:57:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0127,,V0012,,ISLTX,N01,PR,13-04-13,O,,SALE,,VATIC,,TEM,15-04-13,11:37:06,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0128,,S0045,,ISLTX,N01,SS,13-04-13,O,,SALE,,VATIC,,TEM,13-04-13,09:53:21,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0137,,J0014,,ISLTX,N01,PR,16-04-13,O,,SALE,,VATIC,,TEM,16-04-13,10:51:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0138,,K0013,,ISLTX,P01,,16-04-13,O,,SALE,,VATIC,,TEM,16-04-13,10:54:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0141,,S0057,,ISLTX,D02,JC,16-04-13,O,,SALE,,VATIC,,TEM,16-04-13,10:55:57,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0144,,K0012,,ISLTX,N01,PR,16-04-13,O,,SALE,,VATIC,,TEM,16-04-13,11:02:59,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0147,,V0012,,ISLTX,N01,PR,17-04-13,O,,SALE,,VATIC,,TEM,16-04-13,19:50:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0148,,B0018,,ISLTX,N01,PR,17-04-13,O,,SALE,,VATIC,,TEM,16-04-13,19:50:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0160,,D0022,,ISLTX,N01,PR,17-04-13,O,,SALE,,VATIC,,TEM,16-04-13,19:47:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0161,,H0034,,ISLTX,D02,PR,18-04-13,O,,SALE,,VATIC,,TEM,17-04-13,17:55:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/0164,,N0007,,ISLTX,N01,CT,18-04-13,O,,SALE,,VATIC,,TEM,17-04-13,17:57:20,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0167,,M0030,,ISLTX,N01,,18-04-13,O,,SALE,,VATIC,,TEM,17-04-13,17:55:03,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0168,,G0010,,ISLTX,V01,ST,18-04-13,O,,SALE,,VATIC,,TEM,17-04-13,17:46:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0169,,S0053,,ISLTX,N01,PR,18-04-13,O,,SALE,,VATIC,,TEM,17-04-13,17:50:06,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0170,,R0019,,ISLTX,N01,,18-04-13,O,,SALE,,VATIC,,TEM,17-04-13,17:50:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0177,,F0009,,ISLTX,M01,PR,18-04-13,O,,SALE,,VATIC,,TEM,17-04-13,17:51:44,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0187,,R0019,,ISLTX,N01,,19-04-13,O,,SALE,,VATIC,,TEM,19-04-13,13:45:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0188,,D0022,,ISLTX,N01,PR,19-04-13,O,,SALE,,VATIC,,TEM,19-04-13,13:47:41,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,8.000,0.000,0.00,,,113.80,,910.40,910.40,TIC/0195,,N0007,,ISLTX,N01,CT,19-04-13,O,,SALE,,VATIC,,TEM,20-04-13,09:28:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,12.000,0.000,0.00,,,113.80,,1365.60,1365.60,TIC/0198,,D0017,,ISLTX,N01,PR,20-04-13,O,,SALE,,VATIC,,TEM,19-04-13,18:29:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0203,,H0035,,ISLTX,M01,H1,21-04-13,O,,SALE,,VATIC,,TEM,20-04-13,18:27:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0207,,K0006,,ISLTX,N01,ST,21-04-13,O,,SALE,,VATIC,,TEM,20-04-13,18:26:43,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0210,,H0028,,ISLTX,N01,PR,21-04-13,O,,SALE,,VATIC,,TEM,20-04-13,18:45:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0211,,R0014,,ISLTX,M01,SS,21-04-13,O,,SALE,,VATIC,,TEM,21-04-13,10:19:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0212,,F0009,,ISLTX,M01,PR,21-04-13,O,,SALE,,VATIC,,TEM,21-04-13,10:33:41,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0215,,K0012,,ISLTX,N01,PR,22-04-13,O,,SALE,,VATIC,,TEM,21-04-13,17:20:32,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0216,,P0009,,ISLTX,D02,PR,22-04-13,O,,SALE,,VATIC,,TEM,21-04-13,17:20:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0218,,J0010,,ISLTX,N01,ST,22-04-13,O,,SALE,,VATIC,,TEM,21-04-13,17:21:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0220,,J0015,,ISLTX,N01,,22-04-13,O,,SALE,,VATIC,,TEM,21-04-13,17:21:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0222,,S0043,,ISLTX,,,22-04-13,O,,SALE,,VATIC,,TEM,21-04-13,17:21:59,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0225,,R0019,,ISLTX,N01,,22-04-13,O,,SALE,,VATIC,,TEM,22-04-13,10:24:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0226,,P0015,,ISLTX,N01,PR,22-04-13,O,,SALE,,VATIC,,TEM,22-04-13,10:25:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0233,,S0058,,ISLTX,N01,,22-04-13,O,,SALE,,VATIC,,TEM,22-04-13,18:13:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0235,,B0018,,ISLTX,N01,PR,22-04-13,O,,SALE,,VATIC,,TEM,22-04-13,18:15:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0236,,K0013,,ISLTX,P01,,23-04-13,O,,SALE,,VATIC,,TEM,23-04-13,10:51:54,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0238,,A0021,,ISLTX,N01,RS,23-04-13,O,,SALE,,VATIC,,TEM,23-04-13,11:44:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0241,,K0013,,ISLTX,P01,,24-04-13,O,,SALE,,VATIC,,TEM,24-04-13,13:35:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0243,,H0035,,ISLTX,M01,H1,24-04-13,O,,SALE,,VATIC,,TEM,24-04-13,13:41:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0244,,P0009,,ISLTX,D02,PR,24-04-13,O,,SALE,,VATIC,,TEM,24-04-13,13:41:21,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0247,,S0058,,ISLTX,N01,,24-04-13,O,,SALE,,VATIC,,TEM,24-04-13,13:47:23,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0249,,M0030,,ISLTX,N01,,25-04-13,O,,SALE,,VATIC,,TEM,25-04-13,17:00:41,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0251,,V0012,,ISLTX,N01,PR,25-04-13,O,,SALE,,VATIC,,TEM,27-04-13,19:54:19,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0256,,J0014,,ISLTX,N01,PR,25-04-13,O,,SALE,,VATIC,,TEM,24-04-13,19:16:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0257,,K0012,,ISLTX,N01,PR,25-04-13,O,,SALE,,VATIC,,TEM,24-04-13,19:16:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0258,,S0064,,ISLTX,N01,,26-04-13,O,,SALE,,VATIC,,TEM,26-04-13,09:22:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0260,,D0022,,ISLTX,N01,PR,26-04-13,O,,SALE,,VATIC,,TEM,26-04-13,09:22:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0264,,B0018,,ISLTX,N01,PR,26-04-13,O,,SALE,,VATIC,,TEM,26-04-13,09:23:19,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0267,,R0019,,ISLTX,N01,,26-04-13,O,,SALE,,VATIC,,TEM,26-04-13,09:22:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0268,,S0045,,ISLTX,N01,SS,26-04-13,O,,SALE,,VATIC,,TEM,26-04-13,09:22:21,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0269,,P0015,,ISLTX,N01,PR,26-04-13,O,,SALE,,VATIC,,TEM,26-04-13,09:22:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0281,,H0041,,ISLTX,D02,BR,27-04-13,O,,SALE,,VATIC,,TEM,26-04-13,17:19:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,7.000,0.000,0.00,,,113.80,,796.60,796.60,TIC/0302,,N0007,,ISLTX,N01,CT,01-05-13,O,,SALE,,VATIC,,TEM,01-05-13,17:10:46,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/0303,,D0017,,ISLTX,N01,PR,01-05-13,O,,SALE,,VATIC,,TEM,01-05-13,19:08:07,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0305,,K0013,,ISLTX,P01,,02-05-13,O,,SALE,,VATIC,,TEM,02-05-13,09:10:28,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0308,,H0034,,ISLTX,D02,PR,02-05-13,O,,SALE,,VATIC,,TEM,02-05-13,09:15:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/0311,,S0056,,ISLTX,,,02-05-13,O,,SALE,,VATIC,,TEM,02-05-13,09:19:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0312,,R0019,,ISLTX,N01,,02-05-13,O,,SALE,,VATIC,,TEM,02-05-13,09:25:39,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0315,,M0021,,ISLTX,N01,ST,02-05-13,O,,SALE,,VATIC,,TEM,02-05-13,18:25:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0316,,H0057,,ISLTX,N01,,02-05-13,O,,SALE,,VATIC,,TEM,02-05-13,11:16:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0318,,P0009,,ISLTX,D02,PR,02-05-13,O,,SALE,,VATIC,,TEM,02-05-13,11:26:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0319,,P0011,,ISLTX,D02,PR,02-05-13,O,,SALE,,VATIC,,TEM,02-05-13,11:26:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0323,,K0012,,ISLTX,N01,PR,03-05-13,O,,SALE,,VATIC,,TEM,02-05-13,20:48:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0325,,D0022,,ISLTX,N01,PR,03-05-13,O,,SALE,,VATIC,,TEM,02-05-13,20:48:34,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0332,,F0009,,ISLTX,M01,PR,04-05-13,O,,SALE,,VATIC,,TEM,03-05-13,20:01:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0337,,S0062,,ISLTX,M01,KI,04-05-13,O,,SALE,,VATIC,,TEM,03-05-13,20:00:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0338,,M0022,,ISLTX,N01,ST,04-05-13,O,,SALE,,VATIC,,TEM,03-05-13,20:00:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/0339,,H0047,,ISLTX,V01,ST,04-05-13,O,,SALE,,VATIC,,TEM,03-05-13,20:00:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/0346,,R0019,,ISLTX,N01,,05-05-13,O,,SALE,,VATIC,,TEM,05-05-13,15:55:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,8.000,0.000,0.00,,,113.80,,910.40,910.40,TIC/0347,,D0017,,ISLTX,N01,PR,05-05-13,O,,SALE,,VATIC,,TEM,05-05-13,19:01:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/0349,,B0004,,ISLTX,N01,PR,05-05-13,O,,SALE,,VATIC,,TEM,06-05-13,09:59:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0353,,P0009,,ISLTX,D02,PR,05-05-13,O,,SALE,,VATIC,,TEM,05-05-13,15:53:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/0356,,H0035,,ISLTX,M01,H1,05-05-13,O,,SALE,,VATIC,,TEM,05-05-13,19:01:03,,,,,,,
